38104,5,5,2,1,2022-05-23 00:00:00
38105,5,5,4,1,2022-05-23 00:00:00
38106,5,5,4,1,2022-05-23 00:00:00
38107,5,5,4,5,2022-05-23 00:00:00
38108,5,5,5,1,2022-05-23 00:00:00
38109,5,5,4,1,2022-05-23 00:00:00
38110,5,5,4,1,2022-05-23 00:00:00
38111,5,5,2,3,2022-05-23 00:00:00
38112,5,3,4,1,2022-05-23 00:00:00
38113,5,5,4,2,2022-05-23 00:00:00
38114,5,5,4,1,2022-05-23 00:00:00
38115,5,5,4,1,2022-05-23 00:00:00
38116,5,5,3,2,2022-05-23 00:00:00
38117,5,5,5,2,2022-05-23 00:00:00
38118,5,5,4,1,2022-05-23 00:00:00
38119,5,5,4,1,2022-05-23 00:00:00
38120,5,1,4,1,2022-05-23 00:00:00
38121,5,5,4,1,2022-05-23 00:00:00
38122,5,4,4,1,2022-05-23 00:00:00
38123,5,5,4,1,2022-05-23 00:00:00
38124,5,5,4,1,2022-05-23 00:00:00
38125,5,5,4,1,2022-05-23 00:00:00
38126,5,5,4,1,2022-05-23 00:00:00
38127,5,5,4,2,2022-05-23 00:00:00
38128,5,5,1,3,2022-05-23 00:00:00
38129,5,5,5,1,2022-05-23 00:00:00
38130,5,5,4,5,2022-05-23 00:00:00
38131,5,5,4,4,2022-05-23 00:00:00
38132,5,5,5,2,2022-05-23 00:00:00
38133,5,5,4,3,2022-05-23 00:00:00
38134,5,5,2,2,2022-05-23 00:00:00
38135,5,5,4,2,2022-05-23 00:00:00
38136,5,5,4,2,2022-05-23 00:00:00
38137,5,5,4,5,2022-05-23 00:00:00
38138,5,5,4,5,2022-05-24 00:00:00
38139,5,5,5,3,2022-05-24 00:00:00
38140,5,5,5,4,2022-05-24 00:00:00
38141,5,5,4,2,2022-05-24 00:00:00
38142,5,5,2,4,2022-05-24 00:00:00
38143,5,5,5,3,2022-05-24 00:00:00
38144,5,3,4,3,2022-05-24 00:00:00
38145,5,5,5,3,2022-05-24 00:00:00
38146,5,5,4,1,2022-05-24 00:00:00
38147,5,5,4,3,2022-05-24 00:00:00
38148,5,5,4,3,2022-05-24 00:00:00
38149,5,5,4,3,2022-05-24 00:00:00
38150,5,5,2,3,2022-05-24 00:00:00
38151,5,5,3,3,2022-05-24 00:00:00
38152,5,3,4,2,2022-05-24 00:00:00
38153,5,5,1,4,2022-05-24 00:00:00
38154,5,5,2,2,2022-05-24 00:00:00
38155,5,5,2,5,2022-05-24 00:00:00
38156,5,5,4,1,2022-05-25 00:00:00
38157,5,5,4,3,2022-05-25 00:00:00
38158,5,5,4,1,2022-05-25 00:00:00
38159,5,4,4,1,2022-05-25 00:00:00
38160,5,1,1,2,2022-05-25 00:00:00
38161,5,5,1,2,2022-05-25 00:00:00
38162,5,5,2,2,2022-05-25 00:00:00
38163,5,5,5,2,2022-05-25 00:00:00
38164,5,5,4,5,2022-05-25 00:00:00
38165,5,5,5,2,2022-05-25 00:00:00
38166,5,5,4,5,2022-05-25 00:00:00
38167,5,5,4,3,2022-05-25 00:00:00
38168,5,5,4,3,2022-05-25 00:00:00
38169,5,5,4,3,2022-05-25 00:00:00
38170,5,5,4,3,2022-05-25 00:00:00
38171,5,5,1,3,2022-05-25 00:00:00
38172,5,3,4,3,2022-05-25 00:00:00
38173,5,5,4,3,2022-05-25 00:00:00
38174,5,3,1,5,2022-05-25 00:00:00
38175,5,5,5,3,2022-05-25 00:00:00
38176,5,4,4,2,2022-05-25 00:00:00
38177,5,5,5,3,2022-05-25 00:00:00
38178,5,5,4,1,2022-05-26 00:00:00
38179,5,4,4,1,2022-05-26 00:00:00
38180,5,3,3,1,2022-05-26 00:00:00
38181,5,5,4,1,2022-05-26 00:00:00
38182,5,5,4,1,2022-05-26 00:00:00
38183,5,2,3,1,2022-05-26 00:00:00
38184,5,5,3,4,2022-05-26 00:00:00
38185,5,2,4,4,2022-05-26 00:00:00
38186,5,5,4,3,2022-05-26 00:00:00
38187,5,2,4,2,2022-05-26 00:00:00
38188,5,5,4,4,2022-05-26 00:00:00
38189,5,5,5,4,2022-05-26 00:00:00
38190,5,2,4,1,2022-05-26 00:00:00
38191,5,5,4,1,2022-05-26 00:00:00
38192,5,5,4,1,2022-05-26 00:00:00
38193,5,5,4,1,2022-05-26 00:00:00
38194,5,5,4,1,2022-05-26 00:00:00
38195,5,5,1,1,2022-05-26 00:00:00
38196,5,5,4,2,2022-05-26 00:00:00
38197,5,5,4,2,2022-05-26 00:00:00
38198,5,5,4,2,2022-05-26 00:00:00
38199,5,5,4,2,2022-05-26 00:00:00
38200,5,1,1,2,2022-05-26 00:00:00
38201,5,5,4,2,2022-05-26 00:00:00
38202,5,5,1,2,2022-05-26 00:00:00
38203,5,2,4,3,2022-05-27 00:00:00
38204,5,5,4,3,2022-05-27 00:00:00
38205,5,5,1,3,2022-05-27 00:00:00
38206,5,5,4,3,2022-05-27 00:00:00
38207,5,5,2,1,2022-05-27 00:00:00
38208,5,5,4,1,2022-05-27 00:00:00
38209,5,5,4,1,2022-05-27 00:00:00
38210,5,5,2,1,2022-05-27 00:00:00
38211,5,2,4,1,2022-05-27 00:00:00
38212,5,5,4,3,2022-05-27 00:00:00
38213,5,5,2,5,2022-05-27 00:00:00
38214,5,5,1,4,2022-05-27 00:00:00
38215,5,5,4,5,2022-05-27 00:00:00
38216,5,3,4,2,2022-05-27 00:00:00
38217,5,5,4,3,2022-05-27 00:00:00
38218,5,5,4,4,2022-05-27 00:00:00
38219,5,5,4,4,2022-05-27 00:00:00
38220,5,5,4,3,2022-05-27 00:00:00
38221,5,5,1,2,2022-05-27 00:00:00
38222,5,5,1,5,2022-05-27 00:00:00
38223,5,5,4,5,2022-05-27 00:00:00
38224,5,5,4,5,2022-05-27 00:00:00
38225,5,5,4,2,2022-05-27 00:00:00
38226,5,5,4,5,2022-05-27 00:00:00
38227,5,5,4,5,2022-05-27 00:00:00
38228,5,1,2,3,2022-05-30 00:00:00
38229,5,5,4,2,2022-05-30 00:00:00
38230,5,5,4,2,2022-05-30 00:00:00
38231,5,5,4,1,2022-05-30 00:00:00
38232,5,5,4,4,2022-05-30 00:00:00
38233,5,5,1,1,2022-05-30 00:00:00
38234,5,5,4,3,2022-05-30 00:00:00
38235,5,5,4,5,2022-05-30 00:00:00
38236,5,5,5,1,2022-05-30 00:00:00
38237,5,5,4,5,2022-05-30 00:00:00
38238,5,1,4,5,2022-05-30 00:00:00
38239,5,4,4,5,2022-05-30 00:00:00
38240,5,5,2,3,2022-05-30 00:00:00
38241,5,5,4,5,2022-05-30 00:00:00
38242,5,5,4,5,2022-05-30 00:00:00
38243,5,5,2,2,2022-05-30 00:00:00
38244,5,5,3,2,2022-05-30 00:00:00
38245,5,5,3,2,2022-05-30 00:00:00
38246,5,5,1,5,2022-05-30 00:00:00
38247,5,5,5,2,2022-05-30 00:00:00
38248,5,3,4,3,2022-05-30 00:00:00
38249,5,5,2,4,2022-05-30 00:00:00
38250,5,5,2,2,2022-05-30 00:00:00
38251,5,1,2,4,2022-05-30 00:00:00
38252,5,3,2,2,2022-05-30 00:00:00
38253,5,2,4,2,2022-05-30 00:00:00
38254,5,1,4,2,2022-05-30 00:00:00
38255,5,5,4,2,2022-05-31 00:00:00
38256,5,5,4,2,2022-05-31 00:00:00
38257,5,3,4,2,2022-05-31 00:00:00
38258,5,5,5,4,2022-05-31 00:00:00
38259,5,5,3,3,2022-05-31 00:00:00
38260,5,5,4,4,2022-05-31 00:00:00
38261,5,5,3,2,2022-05-31 00:00:00
38262,5,4,3,4,2022-05-31 00:00:00
38263,5,5,4,5,2022-05-31 00:00:00
38264,5,5,4,5,2022-05-31 00:00:00
38265,5,5,4,1,2022-05-31 00:00:00
38266,5,5,4,1,2022-05-31 00:00:00
38267,5,5,4,5,2022-05-31 00:00:00
38268,5,5,4,4,2022-05-31 00:00:00
38269,5,5,4,2,2022-05-31 00:00:00
38270,5,5,4,1,2022-05-31 00:00:00
38271,5,5,4,2,2022-05-31 00:00:00
38272,5,5,4,1,2022-05-31 00:00:00
38273,5,3,4,2,2022-05-31 00:00:00
38274,5,5,5,5,2022-05-31 00:00:00
38275,5,4,4,4,2022-05-31 00:00:00
38276,5,5,4,4,2022-05-31 00:00:00
38277,5,5,4,4,2022-05-31 00:00:00
38278,5,5,4,5,2022-05-31 00:00:00
38279,5,1,1,3,2022-05-31 00:00:00
38280,5,5,4,4,2022-05-31 00:00:00
38281,5,5,4,4,2022-05-31 00:00:00
38282,5,5,4,4,2022-05-31 00:00:00
38283,5,5,4,4,2022-05-31 00:00:00
38284,5,5,3,2,2022-06-01 00:00:00
38285,5,5,5,2,2022-06-01 00:00:00
38286,5,5,3,2,2022-06-01 00:00:00
38287,5,5,4,2,2022-06-01 00:00:00
38288,5,5,4,3,2022-06-01 00:00:00
38289,5,5,4,5,2022-06-01 00:00:00
38290,5,5,1,5,2022-06-01 00:00:00
38291,5,4,2,3,2022-06-01 00:00:00
38292,5,5,4,1,2022-06-01 00:00:00
38293,5,5,3,4,2022-06-01 00:00:00
38294,5,5,3,1,2022-06-01 00:00:00
38295,5,4,4,1,2022-06-01 00:00:00
38296,5,5,4,1,2022-06-01 00:00:00
38297,5,5,2,5,2022-06-01 00:00:00
38298,5,1,1,5,2022-06-01 00:00:00
38299,5,5,5,4,2022-06-01 00:00:00
38300,5,5,4,5,2022-06-01 00:00:00
38301,5,5,4,5,2022-06-01 00:00:00
38302,5,2,1,5,2022-06-01 00:00:00
38303,5,2,4,5,2022-06-01 00:00:00
38304,5,4,4,5,2022-06-01 00:00:00
38305,5,5,4,4,2022-06-01 00:00:00
38306,5,5,3,5,2022-06-01 00:00:00
38307,5,5,4,4,2022-06-01 00:00:00
38308,5,2,4,2,2022-06-01 00:00:00
38309,5,5,4,1,2022-06-02 00:00:00
38310,5,5,4,1,2022-06-02 00:00:00
38311,5,5,4,1,2022-06-02 00:00:00
38312,5,5,5,4,2022-06-02 00:00:00
38313,5,5,4,4,2022-06-02 00:00:00
38314,5,5,4,4,2022-06-02 00:00:00
38315,5,3,4,2,2022-06-02 00:00:00
38316,5,5,4,4,2022-06-02 00:00:00
38317,5,5,2,5,2022-06-02 00:00:00
38318,5,5,4,5,2022-06-02 00:00:00
38319,5,4,4,5,2022-06-02 00:00:00
38320,5,5,4,5,2022-06-02 00:00:00
38321,5,5,4,2,2022-06-02 00:00:00
38322,5,5,4,2,2022-06-02 00:00:00
38323,5,5,4,3,2022-06-02 00:00:00
38324,5,5,4,2,2022-06-02 00:00:00
38325,5,5,4,3,2022-06-02 00:00:00
38326,5,5,5,5,2022-06-02 00:00:00
38327,5,5,2,3,2022-06-02 00:00:00
38328,5,5,4,5,2022-06-02 00:00:00
38329,5,4,4,3,2022-06-02 00:00:00
38330,5,5,5,3,2022-06-02 00:00:00
38331,5,5,5,2,2022-06-03 00:00:00
38332,5,5,4,2,2022-06-03 00:00:00
38333,5,5,4,2,2022-06-03 00:00:00
38334,5,5,2,2,2022-06-03 00:00:00
38335,5,3,4,5,2022-06-03 00:00:00
38336,5,5,2,5,2022-06-03 00:00:00
38337,5,1,4,5,2022-06-03 00:00:00
38338,5,5,1,5,2022-06-03 00:00:00
38339,5,2,3,5,2022-06-03 00:00:00
38340,5,5,2,5,2022-06-03 00:00:00
38341,5,3,1,4,2022-06-03 00:00:00
38342,5,5,1,3,2022-06-03 00:00:00
38343,5,2,5,3,2022-06-03 00:00:00
38344,5,5,4,3,2022-06-03 00:00:00
38345,5,5,4,1,2022-06-03 00:00:00
38346,5,5,4,3,2022-06-03 00:00:00
38347,5,5,1,5,2022-06-03 00:00:00
38348,5,5,3,3,2022-06-03 00:00:00
38349,5,5,4,3,2022-06-03 00:00:00
38350,5,5,4,5,2022-06-03 00:00:00
38351,5,5,4,2,2022-06-03 00:00:00
38352,5,5,4,3,2022-06-03 00:00:00
38353,5,5,4,5,2022-06-03 00:00:00
38354,5,3,4,5,2022-06-03 00:00:00
38355,5,5,4,1,2022-06-03 00:00:00
38356,5,5,4,4,2022-06-03 00:00:00
38357,5,5,4,1,2022-06-03 00:00:00
38358,5,5,5,5,2022-06-03 00:00:00
38359,5,5,4,3,2022-06-06 00:00:00
38360,5,5,5,3,2022-06-06 00:00:00
38361,5,5,4,3,2022-06-06 00:00:00
38362,5,5,1,3,2022-06-06 00:00:00
38363,5,5,4,2,2022-06-06 00:00:00
38364,5,5,4,3,2022-06-06 00:00:00
38365,5,5,4,3,2022-06-06 00:00:00
38366,5,5,3,3,2022-06-06 00:00:00
38367,5,5,3,3,2022-06-06 00:00:00
38368,5,5,4,4,2022-06-06 00:00:00
38369,5,3,4,3,2022-06-06 00:00:00
38370,5,5,2,3,2022-06-06 00:00:00
38371,5,1,3,3,2022-06-06 00:00:00
38372,5,5,4,1,2022-06-06 00:00:00
38373,5,5,1,3,2022-06-06 00:00:00
38374,5,5,4,3,2022-06-06 00:00:00
38375,5,1,5,3,2022-06-06 00:00:00
38376,5,5,4,1,2022-06-06 00:00:00
38377,5,5,4,1,2022-06-06 00:00:00
38378,5,5,4,4,2022-06-06 00:00:00
38379,5,5,1,1,2022-06-06 00:00:00
38380,5,5,3,5,2022-06-06 00:00:00
38381,5,5,3,3,2022-06-06 00:00:00
38382,5,3,4,3,2022-06-06 00:00:00
38383,5,5,4,5,2022-06-06 00:00:00
38384,5,5,4,3,2022-06-06 00:00:00
38385,5,5,4,3,2022-06-06 00:00:00
38386,5,5,4,5,2022-06-06 00:00:00
38387,5,5,4,3,2022-06-06 00:00:00
38388,5,5,4,3,2022-06-06 00:00:00
38389,5,4,4,3,2022-06-06 00:00:00
38390,5,4,5,3,2022-06-06 00:00:00
38391,5,5,4,3,2022-06-06 00:00:00
38392,5,5,4,4,2022-06-06 00:00:00
38393,5,5,4,3,2022-06-06 00:00:00
38394,5,1,4,5,2022-06-06 00:00:00
38395,5,4,4,1,2022-06-06 00:00:00
38396,5,5,4,3,2022-06-06 00:00:00
38397,5,5,4,3,2022-06-06 00:00:00
38398,5,5,4,3,2022-06-06 00:00:00
38399,5,1,4,5,2022-06-06 00:00:00
38400,5,5,3,2,2022-06-06 00:00:00
38401,5,1,4,3,2022-06-06 00:00:00
38402,5,5,2,3,2022-06-06 00:00:00
38403,5,5,4,1,2022-06-06 00:00:00
38404,5,5,4,5,2022-06-06 00:00:00
38405,5,5,5,4,2022-06-06 00:00:00
38406,5,5,4,5,2022-06-06 00:00:00
38407,5,5,4,5,2022-06-06 00:00:00
38408,5,5,4,5,2022-06-06 00:00:00
38409,5,5,4,5,2022-06-06 00:00:00
38410,5,5,4,3,2022-06-06 00:00:00
38411,5,3,1,3,2022-06-06 00:00:00
38412,5,5,1,2,2022-06-06 00:00:00
38413,5,5,4,1,2022-06-06 00:00:00
38414,5,5,4,2,2022-06-06 00:00:00
38415,5,3,4,2,2022-06-06 00:00:00
38416,5,5,4,5,2022-06-06 00:00:00
38417,5,5,4,2,2022-06-06 00:00:00
38418,5,5,4,2,2022-06-06 00:00:00
38419,5,4,4,1,2022-06-06 00:00:00
38420,5,5,5,2,2022-06-06 00:00:00
38421,5,4,2,3,2022-06-06 00:00:00
38422,5,5,4,2,2022-06-06 00:00:00
38423,5,5,4,5,2022-06-06 00:00:00
38424,5,4,4,2,2022-06-06 00:00:00
38425,5,5,4,2,2022-06-06 00:00:00
38426,5,5,4,2,2022-06-06 00:00:00
38427,5,1,5,2,2022-06-06 00:00:00
38428,5,5,4,2,2022-06-06 00:00:00
38429,5,5,2,2,2022-06-06 00:00:00
38430,5,5,4,3,2022-06-07 00:00:00
38431,5,5,3,2,2022-06-07 00:00:00
38432,5,4,4,2,2022-06-07 00:00:00
38433,5,5,4,2,2022-06-07 00:00:00
38434,5,1,4,3,2022-06-07 00:00:00
38435,5,5,4,4,2022-06-07 00:00:00
38436,5,5,4,2,2022-06-07 00:00:00
38437,5,5,4,2,2022-06-07 00:00:00
38438,5,5,4,2,2022-06-07 00:00:00
38439,5,5,4,2,2022-06-07 00:00:00
38440,5,5,4,2,2022-06-07 00:00:00
38441,5,5,4,2,2022-06-07 00:00:00
38442,5,5,4,4,2022-06-07 00:00:00
38443,5,5,4,2,2022-06-07 00:00:00
38444,5,5,2,2,2022-06-07 00:00:00
38445,5,5,2,4,2022-06-07 00:00:00
38446,5,5,3,1,2022-06-07 00:00:00
